300586,2,400,5,0,2
300578,2,200,4,0,2
300348,2,100,12,0,2
300343,2,500,8,0,2
600677,3,500,5,0,2
002892,2,100,3,0,2
603266,2,100,6,0,2
300250,2,100,5,0,2
300333,2,700,8,0,2
603797,2,200,4,0,2
000996,2,300,5,0,2
300346,3,200,4,0,2
300561,2,100,5,0,2
002835,2,200,5,0,2
002123,2,500,5,0,2
300539,3,100,5,0,2
603200,2,100,3,0,2
300543,3,150,5,0,2
300509,2,200,3,0,2
300139,2,500,7,0,2
002846,2,500,4,0,2
002769,2,400,6,0,2
300177,2,500,5,0,2
300130,2,200,4,0,2
300125,2,100,5,0,2
603138,2,100,6,0,2
300399,2,100,6,0,2
002115,2,500,4,0,2
002229,3,500,5,0,2
300665,2,200,4,0,2
300356,2,1000,5,0,2
603580,2,150,6,0,2
603617,2,100,5,0,2
600570,3,500,7,5500,2
300353,2,500,4,0,2
300542,2,200,5,0,2
002441,2,500,3,0,2
600855,3,500,4,4000,2
603378,2,200,5,0,2
603738,2,400,5,0,2
300576,3,100,4,0,2
002237,3,1000,5,12000,2
300076,2,400,5,0,2
002184,2,500,5,0,2
300563,2,100,5,0,2
300517,2,100,5,0,2
300565,2,100,7,0,2
300566,2,100,5,0,2
002148,2,500,8,0,2
603335,2,300,4,0,2
300532,3,500,4,0,2
002667,2,200,5,0,2
300536,2,200,4,0,2
300339,2,400,5,0,2
300164,2,500,5,0,2
002649,2,600,3,0,2
002828,3,200,5,0,2
603177,2,200,4,0,2
300478,2,150,3,0,2
002666,2,500,10,0,2
002796,2,100,5,0,2
300025,2,500,5,0,2
300004,2,500,4,0,2
300541,2,100,6,0,2
300540,2,100,3,0,2
300050,3,500,4,4000,2
300007,2,500,3,0,2
002858,2,150,3,0,2
300302,2,500,5,0,2
601858,2,200,5,0,2
300275,2,200,6,0,2
603528,2,300,5,0,2
300488,2,100,3,0,2
603398,2,200,4,0,2
300162,2,800,4,0,2
300686,2,150,5,0,2
601002,2,700,6,0,2
603819,2,100,5,0,2
300551,2,100,3,0,2
300046,2,300,4,0,2
601811,3,300,5,0,2
600305,2,700,8,0,2
300640,3,150,6,0,2
603320,2,100,4,0,2
603226,2,100,8,0,2
603330,2,150,5,0,2
300167,2,500,4,0,2
300605,2,150,5,0,2
002702,2,500,5,0,2
600330,3,500,5,7900,2
300526,2,100,6,0,2
002467,2,500,5,0,2
600199,3,500,5,0,2
603536,2,200,5,0,2
603803,2,200,4,0,2
603577,2,100,6,0,2
300292,2,500,7,0,2
603090,2,100,6,0,2
002817,2,100,6,0,2
603920,2,100,5,0,2
603908,2,100,3,0,2
603029,2,100,6,0,2
603966,2,150,4,0,2
300626,2,200,3,0,2
300352,2,1000,5,0,2
600171,2,500,4,0,2
300205,2,400,5,0,2
300040,2,500,4,0,2
300537,2,100,6,0,2
300378,2,100,8,0,2
603828,2,300,4,0,2
002396,3,500,3,2000,2
300331,2,200,5,0,2
600237,2,700,7,0,2
002104,2,1000,4,0,2
603906,2,300,3,0,2
300553,2,100,3,0,2
300079,3,1000,7,14000,2
603605,2,150,4,0,2
300572,2,100,3,0,2
300404,2,100,5,0,2
300511,2,200,6,0,2
603488,2,300,7,0,2
600996,2,500,5,0,2
603991,2,150,4,0,2
600206,2,1000,5,0,2
300493,2,200,4,0,2
603879,2,200,5,0,2
300522,2,100,5,0,2
300354,2,100,6,0,2
603679,2,100,3,0,2
002899,2,100,5,0,2
600313,2,1000,5,0,2
002052,2,1000,4,0,2
603139,2,100,4,0,2
300290,2,500,5,0,2
002401,2,200,6,0,2
300552,2,100,4,0,2
603118,2,500,5,0,2
603129,2,100,5,0,2
600533,2,1000,4,0,2
300189,2,500,6,0,2
002557,3,200,5,2500,2
603633,2,200,3,0,2
603727,2,150,5,0,2
000066,3,1000,5,7500,2
603811,2,100,4,0,2
002063,2,400,8,0,2
603701,2,150,5,0,2
300220,2,150,4,0,2
300495,2,700,3,0,2
600371,2,100,8,0,2
002655,2,500,6,0,2
300549,2,100,5,0,2
603041,2,200,3,0,2
600359,3,200,7,0,2
603037,2,100,4,0,2
600088,2,200,5,0,2
300501,2,100,3,0,2
002783,2,200,5,0,2
300530,2,100,3,0,2
603708,2,200,3,0,2
300387,2,500,3,0,2
300021,2,500,6,0,2
300516,2,100,3,0,2
603519,3,200,4,0,2
603668,2,200,4,0,2
300405,2,200,5,0,2
603926,2,200,4,0,2
002799,2,100,5,0,2
603033,2,100,5,0,2
603060,2,100,5,0,2
300321,2,100,4,0,2
002357,3,500,4,2500,2
300435,2,150,6,0,2
300538,2,100,4,0,2
300019,2,500,3,0,2
000686,3,500,8,0,2
601377,3,2000,6,0,2
300557,2,200,3,0,2
603822,2,100,3,0,2
300736,2,150,3,0,2
603331,2,500,3,0,2
300650,2,200,3,0,2
002857,2,200,3,0,2
300442,2,100,4,0,2
300521,2,200,3,0,2
603076,2,200,6,0,2
300499,2,100,5,0,2
300535,2,300,3,0,2
